age,race,sex,priors_count,c_charge_degree,days_served,two_year_recid
20.0,0.0,1.0,0.0,0.0,0.83,0.0
29.0,1.0,1.0,7.0,1.0,1.28,1.0
21.0,0.0,1.0,1.0,0.0,0.92,1.0
27.0,0.0,1.0,13.0,1.0,1.14,1.0
37.0,0.0,1.0,4.0,0.0,1.3,0.0
23.0,0.0,1.0,1.0,1.0,5.01,0.0
51.0,1.0,1.0,3.0,0.0,6.92,0.0
29.0,0.0,1.0,6.0,0.0,39.77,1.0
31.0,0.0,1.0,6.0,0.0,0.82,1.0
34.0,1.0,1.0,4.0,0.0,1.06,0.0
22.0,1.0,1.0,0.0,0.0,0.05,0.0
20.0,0.0,1.0,2.0,0.0,16.02,1.0
43.0,0.0,0.0,0.0,1.0,1.01,0.0
54.0,0.0,1.0,0.0,1.0,0.16,1.0
22.0,1.0,1.0,6.0,0.0,0.91,1.0
32.0,0.0,0.0,5.0,0.0,1.1,0.0
35.0,0.0,0.0,0.0,1.0,0.73,0.0
35.0,0.0,1.0,10.0,0.0,22.82,1.0
31.0,1.0,1.0,3.0,1.0,1.79,1.0
52.0,1.0,1.0,1.0,0.0,3.01,1.0
39.0,1.0,1.0,2.0,0.0,-0.22,1.0
43.0,1.0,1.0,0.0,1.0,1.08,1.0
36.0,0.0,1.0,26.0,0.0,0.91,1.0
24.0,0.0,0.0,0.0,0.0,0.23,0.0
51.0,0.0,1.0,1.0,1.0,0.56,1.0
28.0,0.0,1.0,1.0,0.0,0.2,1.0
22.0,0.0,1.0,0.0,1.0,21.31,1.0
22.0,0.0,0.0,4.0,0.0,2.03,1.0
31.0,1.0,0.0,9.0,0.0,26.63,1.0
20.0,0.0,1.0,0.0,0.0,-0.13,0.0
21.0,0.0,0.0,0.0,0.0,0.91,1.0
34.0,0.0,1.0,9.0,0.0,0.93,1.0
28.0,0.0,1.0,0.0,1.0,0.9,0.0
28.0,0.0,1.0,2.0,1.0,2.87,0.0
25.0,0.0,1.0,3.0,1.0,80.56,1.0
58.0,1.0,1.0,10.0,1.0,0.23,0.0
32.0,0.0,1.0,13.0,1.0,38.81,1.0
30.0,0.0,1.0,0.0,1.0,0.94,1.0
44.0,0.0,1.0,0.0,0.0,2.12,0.0
53.0,1.0,0.0,0.0,1.0,0.54,0.0
27.0,0.0,1.0,0.0,1.0,0.02,1.0
28.0,0.0,1.0,5.0,0.0,0.22,1.0
23.0,1.0,1.0,0.0,0.0,7.82,1.0
32.0,0.0,1.0,3.0,0.0,0.87,0.0
35.0,0.0,1.0,4.0,0.0,353.96,1.0
52.0,1.0,1.0,6.0,0.0,1.81,1.0
24.0,0.0,1.0,2.0,1.0,24.24,1.0
59.0,0.0,1.0,2.0,1.0,0.23,0.0
32.0,0.0,1.0,0.0,1.0,1.84,0.0
24.0,1.0,0.0,0.0,0.0,0.23,0.0
38.0,1.0,1.0,1.0,1.0,0.76,1.0
38.0,0.0,1.0,0.0,1.0,-0.44,0.0
25.0,1.0,0.0,0.0,1.0,1.97,0.0
24.0,0.0,1.0,0.0,0.0,1.36,0.0
23.0,0.0,1.0,0.0,0.0,0.3,1.0
43.0,0.0,1.0,3.0,1.0,1.24,1.0
30.0,0.0,0.0,3.0,0.0,0.81,0.0
37.0,1.0,1.0,0.0,0.0,0.88,0.0
22.0,1.0,1.0,0.0,0.0,57.92,0.0
48.0,0.0,1.0,0.0,1.0,1.03,0.0
36.0,1.0,0.0,3.0,0.0,27.03,1.0
59.0,0.0,1.0,0.0,1.0,1.93,0.0
39.0,1.0,1.0,1.0,0.0,0.34,0.0
20.0,0.0,1.0,2.0,0.0,58.3,1.0
21.0,0.0,1.0,1.0,0.0,1.13,1.0
26.0,0.0,1.0,1.0,0.0,1.14,0.0
27.0,0.0,1.0,1.0,1.0,2.18,0.0
24.0,0.0,0.0,0.0,0.0,0.16,1.0
35.0,1.0,1.0,3.0,0.0,1.12,0.0
55.0,1.0,0.0,0.0,1.0,1.71,0.0
27.0,1.0,0.0,6.0,0.0,1.01,1.0
26.0,0.0,0.0,4.0,0.0,0.91,1.0
29.0,1.0,1.0,0.0,1.0,0.97,0.0
31.0,0.0,1.0,11.0,0.0,0.13,1.0
44.0,1.0,0.0,1.0,0.0,0.88,0.0
26.0,0.0,1.0,10.0,0.0,1.24,1.0
22.0,0.0,1.0,2.0,0.0,1.12,0.0
26.0,1.0,1.0,0.0,0.0,-0.01,0.0
56.0,0.0,1.0,0.0,0.0,5.96,0.0
39.0,1.0,1.0,3.0,0.0,0.81,0.0
24.0,0.0,1.0,3.0,0.0,1.89,1.0
34.0,0.0,1.0,9.0,0.0,17.08,1.0
20.0,0.0,1.0,4.0,0.0,2.12,1.0
21.0,0.0,0.0,0.0,1.0,1.06,0.0
26.0,0.0,1.0,20.0,0.0,29.81,1.0
35.0,0.0,1.0,0.0,0.0,0.99,0.0
39.0,1.0,1.0,2.0,0.0,18.35,0.0
33.0,1.0,0.0,0.0,0.0,1.02,0.0
29.0,0.0,1.0,2.0,0.0,37.79,0.0
21.0,1.0,0.0,0.0,1.0,2.02,1.0
42.0,1.0,1.0,3.0,0.0,0.9,0.0
27.0,1.0,1.0,2.0,0.0,6.9,1.0
30.0,1.0,0.0,0.0,1.0,3.91,0.0
57.0,1.0,1.0,0.0,0.0,27.74,0.0
65.0,1.0,1.0,3.0,0.0,23.15,0.0
25.0,0.0,1.0,11.0,0.0,6.9,1.0
57.0,1.0,1.0,1.0,1.0,1.21,0.0
28.0,0.0,0.0,1.0,0.0,0.95,0.0
26.0,0.0,1.0,3.0,0.0,33.85,1.0
50.0,1.0,1.0,1.0,0.0,1.84,0.0
26.0,0.0,1.0,14.0,0.0,-0.09,1.0
24.0,0.0,1.0,0.0,0.0,1.11,0.0
56.0,1.0,1.0,0.0,1.0,0.8,1.0
30.0,0.0,1.0,8.0,1.0,0.78,1.0
42.0,1.0,1.0,0.0,0.0,2.78,0.0
24.0,0.0,1.0,1.0,1.0,0.88,1.0
30.0,1.0,1.0,2.0,0.0,0.28,0.0
24.0,0.0,0.0,2.0,1.0,30.89,0.0
30.0,1.0,0.0,1.0,0.0,0.13,0.0
62.0,1.0,1.0,0.0,0.0,1.95,0.0
27.0,0.0,1.0,0.0,0.0,2.02,0.0
32.0,0.0,1.0,2.0,1.0,109.27,0.0
43.0,0.0,1.0,2.0,0.0,0.86,0.0
49.0,1.0,1.0,3.0,0.0,0.19,0.0
22.0,1.0,1.0,0.0,1.0,0.77,1.0
52.0,1.0,1.0,0.0,0.0,1.04,0.0
58.0,1.0,1.0,1.0,0.0,0.8,1.0
25.0,1.0,0.0,0.0,0.0,1.1,0.0
31.0,1.0,1.0,9.0,0.0,470.07,1.0
22.0,0.0,1.0,1.0,1.0,1.28,1.0
24.0,1.0,1.0,6.0,0.0,1.07,0.0
50.0,0.0,1.0,3.0,1.0,0.91,0.0
38.0,0.0,1.0,0.0,0.0,1.27,0.0
30.0,1.0,0.0,0.0,1.0,0.67,0.0
41.0,0.0,1.0,13.0,0.0,2.71,0.0
26.0,1.0,1.0,3.0,1.0,0.15,0.0
62.0,1.0,1.0,0.0,0.0,2.99,0.0
52.0,0.0,1.0,15.0,1.0,0.93,1.0
71.0,1.0,1.0,1.0,1.0,3.97,0.0
26.0,1.0,1.0,8.0,0.0,2.08,0.0
30.0,0.0,1.0,0.0,0.0,1.98,0.0
28.0,1.0,1.0,1.0,0.0,30.85,1.0
25.0,0.0,1.0,6.0,0.0,6.0,0.0
22.0,0.0,1.0,0.0,0.0,1.08,1.0
51.0,0.0,1.0,0.0,1.0,1.1,0.0
32.0,0.0,1.0,0.0,1.0,0.63,0.0
47.0,0.0,0.0,0.0,1.0,0.86,0.0
32.0,0.0,1.0,14.0,0.0,1.29,1.0
30.0,1.0,1.0,7.0,0.0,0.85,1.0
34.0,0.0,0.0,5.0,0.0,25.89,1.0
53.0,1.0,1.0,0.0,1.0,1.05,0.0
49.0,0.0,0.0,14.0,1.0,122.07,1.0
21.0,0.0,1.0,2.0,0.0,0.93,1.0
53.0,1.0,1.0,1.0,1.0,1.13,0.0
26.0,1.0,1.0,5.0,1.0,5.71,0.0
54.0,0.0,1.0,21.0,0.0,0.94,0.0
30.0,1.0,1.0,3.0,0.0,12.36,1.0
32.0,0.0,0.0,0.0,1.0,0.89,0.0
32.0,1.0,1.0,1.0,1.0,0.99,1.0
46.0,1.0,1.0,0.0,0.0,0.92,0.0
21.0,0.0,0.0,1.0,0.0,0.95,1.0
36.0,0.0,0.0,1.0,1.0,0.65,0.0
63.0,0.0,1.0,6.0,0.0,24.82,0.0
24.0,0.0,0.0,1.0,1.0,0.2,1.0
43.0,1.0,0.0,0.0,0.0,1.28,1.0
21.0,0.0,1.0,0.0,1.0,3.0,0.0
54.0,1.0,0.0,0.0,1.0,29.97,0.0
33.0,1.0,0.0,1.0,0.0,84.76,0.0
31.0,1.0,1.0,17.0,0.0,1.13,1.0
35.0,0.0,0.0,9.0,0.0,173.88,0.0
38.0,0.0,1.0,4.0,1.0,0.84,0.0
43.0,1.0,0.0,0.0,1.0,0.97,0.0
24.0,0.0,1.0,1.0,0.0,1.18,1.0
46.0,1.0,1.0,1.0,1.0,1.95,0.0
24.0,1.0,1.0,3.0,1.0,8.93,1.0
21.0,1.0,1.0,2.0,0.0,0.29,1.0
42.0,1.0,1.0,6.0,0.0,-0.13,0.0
44.0,1.0,1.0,0.0,1.0,1.05,0.0
58.0,1.0,1.0,3.0,0.0,2.3,0.0
57.0,0.0,1.0,0.0,1.0,0.97,0.0
54.0,1.0,1.0,0.0,1.0,0.21,0.0
35.0,0.0,1.0,2.0,1.0,1.97,0.0
21.0,0.0,0.0,0.0,0.0,0.69,0.0
52.0,1.0,1.0,0.0,1.0,0.87,0.0
24.0,0.0,1.0,3.0,0.0,-0.42,1.0
25.0,1.0,0.0,0.0,1.0,0.61,0.0
34.0,0.0,1.0,1.0,1.0,2.21,0.0
34.0,0.0,1.0,5.0,0.0,2.82,1.0
28.0,1.0,1.0,1.0,1.0,-0.22,1.0
27.0,0.0,1.0,0.0,1.0,1.05,1.0
39.0,1.0,0.0,0.0,0.0,1.69,1.0
34.0,1.0,1.0,1.0,0.0,0.82,0.0
26.0,0.0,0.0,0.0,1.0,1.26,0.0
30.0,0.0,1.0,1.0,1.0,0.99,0.0
43.0,1.0,0.0,0.0,1.0,0.27,1.0
29.0,0.0,1.0,0.0,0.0,1.04,0.0
37.0,1.0,1.0,2.0,0.0,0.99,0.0
26.0,0.0,1.0,24.0,1.0,85.87,1.0
34.0,0.0,1.0,22.0,0.0,1.99,0.0
26.0,1.0,1.0,0.0,0.0,0.2,0.0
21.0,1.0,1.0,3.0,0.0,127.1,1.0
60.0,1.0,1.0,0.0,1.0,1.01,0.0
47.0,0.0,1.0,23.0,1.0,0.87,1.0
24.0,0.0,1.0,0.0,0.0,0.67,1.0
27.0,0.0,1.0,2.0,0.0,0.87,1.0
30.0,0.0,1.0,0.0,0.0,2.2,0.0
24.0,0.0,1.0,6.0,0.0,1.11,1.0
58.0,1.0,1.0,0.0,1.0,0.82,0.0
28.0,0.0,0.0,4.0,0.0,2.12,0.0
35.0,0.0,1.0,6.0,0.0,0.9,1.0
27.0,1.0,1.0,5.0,1.0,1.19,0.0
23.0,0.0,0.0,0.0,1.0,2.07,0.0
56.0,1.0,1.0,0.0,0.0,1.16,0.0
27.0,0.0,1.0,2.0,0.0,132.29,1.0
55.0,1.0,1.0,11.0,1.0,57.26,0.0
26.0,0.0,0.0,0.0,1.0,6.42,0.0
27.0,1.0,1.0,0.0,1.0,0.29,1.0
26.0,0.0,1.0,4.0,0.0,0.95,1.0
57.0,0.0,1.0,2.0,1.0,1.0,0.0
26.0,1.0,1.0,5.0,1.0,0.13,0.0
64.0,0.0,1.0,13.0,1.0,1.12,0.0
52.0,1.0,0.0,0.0,0.0,118.0,1.0
34.0,1.0,0.0,12.0,0.0,3.05,1.0
20.0,0.0,1.0,0.0,0.0,7.84,1.0
23.0,0.0,1.0,4.0,1.0,11.17,1.0
24.0,0.0,1.0,5.0,0.0,1.13,1.0
30.0,0.0,1.0,20.0,0.0,317.1,1.0
53.0,1.0,1.0,1.0,0.0,11.97,0.0
30.0,1.0,1.0,0.0,1.0,0.19,0.0
23.0,0.0,0.0,1.0,1.0,-0.22,0.0
36.0,1.0,0.0,4.0,1.0,2.16,1.0
38.0,1.0,1.0,17.0,0.0,180.27,0.0
47.0,0.0,1.0,5.0,0.0,2.14,0.0
23.0,0.0,1.0,0.0,0.0,5.13,1.0
21.0,0.0,1.0,1.0,1.0,1.28,0.0
47.0,1.0,0.0,0.0,1.0,4.17,1.0
47.0,0.0,1.0,3.0,0.0,0.19,0.0
43.0,0.0,1.0,0.0,0.0,1.97,1.0
63.0,1.0,1.0,0.0,1.0,3.16,1.0
28.0,0.0,1.0,2.0,0.0,0.61,0.0
26.0,0.0,1.0,0.0,0.0,1.13,1.0
20.0,0.0,1.0,1.0,0.0,6.09,1.0
60.0,0.0,1.0,12.0,0.0,1.1,0.0
41.0,1.0,1.0,0.0,0.0,1.1,1.0
29.0,0.0,1.0,3.0,0.0,1.1,1.0
49.0,1.0,1.0,5.0,0.0,3.92,1.0
36.0,1.0,1.0,0.0,1.0,0.7,0.0
51.0,0.0,1.0,0.0,0.0,1.14,1.0
37.0,1.0,1.0,0.0,1.0,0.21,0.0
